"","T_MAPCODE","tar_sa","tar_gbf","ext_veg","ext_vegpa18","ext_vegrempa18","ext_invpa18","prp_pa_base18","ext_tar_sa","ext_tar_gbf","epl_base18","epl_nat18","ext_vegrempa_inv18","epl_nat_inv18"
"209","AT45",19,30,697.0252,132.3272,103.86,0.0248,0.189845646900571,132.434788,209.10756,"MP","MP",103.84264,"MP"
"210","AT41",19,30,307.5216,54.9808,50.2212,0.8356,0.178786790911598,58.429104,92.25648,"MP","MP",49.63628,"MP"
"211","AT56",19,30,701.6176,14.1464,13.162,1.6036,0.0201625500842624,133.307344,210.48528,"PP","PP",12.03948,"PP"
"212","AT18",19,30,1175.6312,187.3016,175.3712,2.0632,0.159320031656186,223.369928,352.68936,"MP","MP",173.92696,"MP"
"213","AT24",19,30,2976.1348,88.8136,86.8372,0,0.0298419278589128,565.465612,892.84044,"PP","PP",86.8372,"PP"
"214","AT15",19,30,14.6008,0.2872,0.276,0,0.0196701550599967,2.774152,4.38024,"PP","PP",0.276,"PP"
"215","AT16",19,30,53.7692,2.71,2.6864,0,0.0504006010876115,10.216148,16.13076,"PP","PP",2.6864,"PP"
"216","AT22",19,30,215.488,0.0028,0.0028,0,0.000012993762993763,40.94272,64.6464,"NP","NP",0.0028,"NP"
"217","AT23",19,30,311.1928,54.5952,54.1,0,0.175438506289349,59.126632,93.35784,"MP","MP",54.1,"MP"
"218","AT28",19,30,1030.5104,77.288,74.8336,0.9856,0.0749997282899813,195.796976,309.15312,"PP","PP",74.14368,"PP"
"219","AT30",19,30,674.0584,139.2856,134.5416,0,0.206637288401124,128.071096,202.21752,"WP","WP",134.5416,"WP"
"220","AT32",19,30,3596.184,515.656,511.3924,0.5712,0.143389770934969,683.27496,1078.8552,"MP","MP",510.99256,"MP"
"221","AT35",19,30,30.1476,10.2684,5.7184,0,0.340604227202165,5.728044,9.04428,"WP","MP",5.7184,"MP"
"222","AT42",19,30,59.8564,0,0,0,0,11.372716,17.95692,"NP","NP",0,"NP"
"223","AT47",19,30,910.5756,40.4772,39.7764,0,0.0444523222454017,173.009364,273.17268,"PP","PP",39.7764,"PP"
"224","AT52",19,30,43.5968,3.5612,3.5064,0.0004,0.0816848943041691,8.283392,13.07904,"PP","PP",3.50612,"PP"
"225","AT17",19,30,729.2028,140.3128,124.954,1.088,0.192419447648857,138.548532,218.76084,"WP","MP",124.1924,"MP"
"226","AT20",19,30,35.5164,0.332,0.2924,0.0176,0.00934779425842709,6.748116,10.65492,"NP","NP",0.28008,"NP"
"227","AT39",19,30,245.8596,31.8152,21.0452,0,0.129403936230271,46.713324,73.75788,"MP","PP",21.0452,"PP"
"228","AT44",19,30,163.4576,0.0368,0.0368,0,0.000225134836189936,31.056944,49.03728,"NP","NP",0.0368,"NP"
"229","AT48",19,30,20.3768,0,0,0,0,3.871592,6.11304,"NP","NP",0,"NP"
"230","AT53",19,30,27.1028,3.8164,3.7072,0.8132,0.140812019422348,5.149532,8.13084,"MP","MP",3.13796,"MP"
"231","AZa7",31,30,1286.1356,622.9828,559.23,1.8112,0.484383450703021,398.702036,385.84068,"WP","WP",557.96216,"WP"
"232","AZd4",20,30,28.082,16.5852,16.396,0,0.590598960188021,5.6164,8.4246,"WP","WP",16.396,"WP"
"233","AZs3",20,30,12.9664,10.9992,10.8792,0,0.8482847976308,2.59328,3.88992,"WP","WP",10.8792,"WP"
"234","AZa4",31,30,1787.3464,60.292,53.912,0.7592,0.0337326888621031,554.077384,536.20392,"PP","PP",53.38056,"PP"
"235","FOz5",22,30,825.652,206.0496,200.5356,0.4012,0.249559862993125,181.64344,247.6956,"WP","WP",200.25476,"WP"
"236","FOa2",35,30,100.502,48.916,41.1224,0.0084,0.486716682255079,35.1757,30.1506,"WP","WP",41.11652,"WP"
"237","SVs6",25,30,10185.4844,19.1984,14.6972,0.05,0.00188487844525097,2546.3711,3055.64532,"NP","NP",14.6622,"NP"
"238","FOz7",18,30,680.3856,370.3964,329.7192,0.4296,0.544391886012873,122.469408,204.11568,"WP","WP",329.41848,"WP"
"239","FOz2",22,30,214.0732,87.9728,84.7016,1.8904,0.410947283452576,47.096104,64.22196,"WP","WP",83.37832,"WP"
"240","FOz3",20,30,1062.2748,173.148,163.6384,1.6372,0.162997371301663,212.45496,318.68244,"MP","MP",162.49236,"MP"
"241","FFs29",23,30,334.1964,7.3592,5.9664,2.3756,0.0220205843031224,76.865172,100.25892,"PP","PP",4.30348,"PP"
"242","Gd1",27,30,5026.9468,124.5416,114.7712,8.3928,0.0247747996855666,1357.275636,1508.08404,"PP","PP",108.89624,"PP"
"243","Gd2",27,30,158.3236,0,0,0,0,42.747372,47.49708,"NP","NP",0,"NP"
"244","Gd3",27,30,2966.1812,0,0,0,0,800.868924,889.85436,"NP","NP",0,"NP"
"245","Gd4",27,30,6646.0524,637.928,634.816,8.2736,0.0959860021567089,1794.434148,1993.81572,"PP","PP",629.02448,"PP"
"246","Gd8",27,30,4028.32,228.5264,225.736,0.9208,0.0567299519402629,1087.6464,1208.496,"PP","PP",225.09144,"PP"
"247","Gh2",24,30,7162.5576,89.0128,62.2276,0.24,0.0124275161151933,1719.013824,2148.76728,"PP","NP",62.0596,"NP"
"248","Gh3",24,30,13392.4368,565.998,355.7636,0.1256,0.0422625104342475,3214.184832,4017.73104,"PP","PP",355.67568,"PP"
"249","Gm1",24,30,3571.9108,22.1324,14.4728,0.0316,0.00619623535951682,857.258592,1071.57324,"NP","NP",14.45068,"NP"
"250","Gm5",28,30,1777.134,178.9192,157.7172,4.376,0.100678508204784,497.59752,533.1402,"PP","PP",154.654,"PP"
"251","Gs10",23,30,10944.6128,423.944,379.2608,9.8564,0.038735404143306,2517.260944,3283.38384,"PP","PP",372.36132,"PP"
"252","Gs11",23,30,2342.158,131.7036,90.2032,1.08,0.0562317315911224,538.69634,702.6474,"PP","PP",89.4472,"PP"
"253","Gs12",23,30,8728.1252,144.9988,108.0016,9.6932,0.0166128231066163,2007.468796,2618.43756,"PP","PP",101.21636,"PP"
"254","Gs13",23,30,492.96,10.2464,5.3084,0.0476,0.0207854592664719,113.3808,147.888,"PP","NP",5.27508,"NP"
"255","Gs14",23,30,5281.672,1.7296,1.5524,0,0.000327472058090696,1214.78456,1584.5016,"NP","NP",1.5524,"NP"
"256","Gs15",23,30,6137.2616,1.4484,1.3952,0.0588,0.000236001020389941,1411.570168,1841.17848,"NP","NP",1.35404,"NP"
"257","Gs16",23,30,3606.2944,28.872,27.9056,0,0.00800600195036767,829.447712,1081.88832,"NP","NP",27.9056,"NP"
"258","Gs18",23,30,1433.932,0,0,0,0,329.80436,430.1796,"NP","NP",0,"NP"
"259","Gs19",25,30,3024.2364,44.2384,20.5172,0.0004,0.0146279569943672,756.0591,907.27092,"PP","NP",20.51692,"NP"
"260","Gs20",25,30,6280.594,10.8168,8.9348,0.6268,0.00172225748074147,1570.1485,1884.1782,"NP","NP",8.49604,"NP"
"261","Gs6",23,30,5227.4684,94.8308,65.5092,0.3532,0.0181408652800273,1202.317732,1568.24052,"PP","PP",65.26196,"PP"
"262","Gs9",23,30,6972.2336,181.7764,81.9612,5.1088,0.0260714729925285,1603.613728,2091.67008,"PP","PP",78.38504,"NP"
"263","CB6",25,30,1121.1792,7.1044,6.7,0.8052,0.00633654281135433,280.2948,336.35376,"NP","NP",6.13636,"NP"
"264","CB3",25,30,4141.8068,45.2948,38.5396,9.004,0.0109360002016511,1035.4517,1242.54204,"NP","NP",32.2368,"NP"
"265","CB4",25,30,1299.9024,93.6908,91.1824,2.5,0.0720752573423974,324.9756,389.97072,"PP","PP",89.4324,"PP"
"266","CB5",25,30,1650.386,25.1352,23.38,0,0.0152298916738266,412.5965,495.1158,"PP","PP",23.38,"PP"
"267","NKl4",16,30,742.6932,61.2,60.7356,0.0216,0.0824028010489392,118.830912,222.80796,"MP","MP",60.72048,"MP"
"268","SVs7",25,30,7762.2768,29.862,28.448,0.2968,0.00384706713885802,1940.5692,2328.68304,"NP","NP",28.24024,"NP"
"269","SVs4",25,30,803.1036,0,0,0,0,200.7759,240.93108,"NP","NP",0,"NP"
"270","SVs5",25,30,1812.6008,2.2348,1.426,0.4232,0.00123292453583823,453.1502,543.78024,"NP","NP",1.12976,"NP"
"271","SVs8",19,30,1527.7652,39.616,34.556,0.9704,0.0259306862075403,290.275388,458.32956,"PP","PP",33.87672,"PP"
"272","FOa3",26,30,23.8196,9.6548,9.2876,0,0.405330064316781,6.193096,7.14588,"WP","WP",9.2876,"WP"
"273","AZd1",26,30,6.4404,0,0,0,0,1.674504,1.93212,"NP","NP",0,"NP"
"274","AZa3",31,30,870.8164,69.3004,67.3808,0.0708,0.0795809541483141,269.953084,261.24492,"PP","PP",67.33124,"PP"
"275","AZi3",24,30,1936.2996,365.94,361.6028,0,0.18898934854916,464.711904,580.88988,"MP","MP",361.6028,"MP"
"276","Dn1",28,30,17.0928,0.3348,0.2352,0,0.0195871946082561,4.785984,5.12784,"PP","NP",0.2352,"NP"
"277","Dn3",28,30,139.9224,22.1668,18.8424,0,0.15842209681938,39.178272,41.97672,"MP","PP",18.8424,"PP"
"278","Dg1",34,30,335.9332,335.9332,333.036,0,1,114.217288,100.77996,"WP","WP",333.036,"WP"
"279","Dg10",34,30,2094.682,0,0,0,0,712.19188,628.4046,"NP","NP",0,"NP"
"280","Dg2",34,30,361.43,361.43,361.418,0,1,122.8862,108.429,"WP","WP",361.418,"WP"
"281","Dg3",34,30,160.0684,160.0684,156.5212,0,1,54.423256,48.02052,"WP","WP",156.5212,"WP"
"282","Dg4",34,30,107.7996,107.7996,107.2488,0,1,36.651864,32.33988,"WP","WP",107.2488,"WP"
"283","Dg5",34,30,592.286,574.516,574.246,0,0.969997602509598,201.37724,177.6858,"WP","WP",574.246,"WP"
"284","Dg6",34,30,8.2236,6.0884,5.9992,0,0.740357021255898,2.796024,2.46708,"WP","WP",5.9992,"WP"
"285","Dg7",34,30,247.0048,1.6376,1.6164,0,0.0066298306753553,83.981632,74.10144,"NP","NP",1.6164,"NP"
"286","Dg8",34,30,343.1992,2.5928,2.5928,0,0.00755479616502603,116.687728,102.95976,"NP","NP",2.5928,"NP"
"287","Dg9",34,30,1217.99,0,0,0,0,414.1166,365.397,"NP","NP",0,"NP"
"288","Dn4",28,30,217.0148,6.3372,2.4248,0,0.0292016949996037,60.764144,65.10444,"PP","NP",2.4248,"NP"
"289","Dn5",28,30,418.2756,49.9852,42.25,0,0.119503026234378,117.117168,125.48268,"PP","PP",42.25,"PP"
"290","Dn2",36,30,1.5428,1.5084,1.0276,0,0.977702877884366,0.555408,0.46284,"WP","WP",1.0276,"WP"
"291","FFq1",28,30,49.024,49.024,49.024,0,1,13.72672,14.7072,"WP","WP",49.024,"WP"
"292","NKb1",21,30,4671.204,165.9076,165.7572,0.0156,0.0355170958065629,980.95284,1401.3612,"PP","PP",165.74628,"PP"
"293","NKb2",21,30,607.488,161.7308,161.3844,0,0.266228797935103,127.57248,182.2464,"WP","WP",161.3844,"WP"
"294","NKb5",21,30,8638.8324,11.7044,11.5488,0,0.0013548590200685,1814.154804,2591.64972,"NP","NP",11.5488,"NP"
"295","SVk10",16,30,5838.9904,20.1184,20.1184,0,0.00344552715825667,934.238464,1751.69712,"NP","NP",20.1184,"NP"
"296","SVk11",16,30,13897.364,240.9528,237.3056,0,0.0173380218003932,2223.57824,4169.2092,"PP","PP",237.3056,"PP"
"297","SVk12",16,30,7452.5748,180.5512,178.7276,0,0.024226687399367,1192.411968,2235.77244,"PP","PP",178.7276,"PP"
"298","SVk13",16,30,8517.6948,402.6604,401.2404,0,0.0472734007797509,1362.831168,2555.30844,"PP","PP",401.2404,"PP"
"299","SVk14",16,30,929.224,0,0,0,0,148.67584,278.7672,"NP","NP",0,"NP"
"300","SVk15",16,30,1620.8448,151.5828,151.2732,0,0.093520860232886,259.335168,486.25344,"MP","MP",151.2732,"MP"
"301","SVk16",16,30,7918.5928,1077.1512,1076.9828,0,0.136028108428558,1266.974848,2375.57784,"MP","MP",1076.9828,"MP"
"302","SVk4",16,30,16649.7672,982.894,758.254,0.1564,0.0590334980779791,2663.962752,4994.93016,"PP","PP",758.14452,"PP"
"303","SVk5",16,30,1457.8836,96.1376,95.448,0,0.0659432618626069,233.261376,437.36508,"PP","PP",95.448,"PP"
"304","SVk6",16,30,5313.8536,70.4056,42.9504,0,0.0132494429278217,850.216576,1594.15608,"PP","PP",42.9504,"PP"
"305","SVk7",16,30,13360.5836,30.9984,29.8796,0,0.00232013817120983,2137.693376,4008.17508,"NP","NP",29.8796,"NP"
"306","SVk8",16,30,3363.508,0,0,0,0,538.16128,1009.0524,"NP","NP",0,"NP"
"307","SVk9",16,30,5779.5996,20.0264,20.0136,0,0.00346501511973252,924.735936,1733.87988,"NP","NP",20.0136,"NP"
"308","SVkd1",16,30,37066.8704,5760.9424,5760.328,0,0.15542025366134,5930.699264,11120.06112,"MP","MP",5760.328,"MP"
"309","SVkd2",16,30,2242.3736,850.0636,849.9788,0,0.379090977524887,358.779776,672.71208,"WP","WP",849.9788,"WP"
"310","SVkd3",16,30,2898.6,1673.8492,1673.5652,0,0.57746815704133,463.776,869.58,"WP","WP",1673.5652,"WP"
"311","SVkd4",16,30,762.4696,762.4436,762.2604,0,0.999965900279828,121.995136,228.74088,"WP","WP",762.2604,"WP"
"312","SKs1",26,30,508.0212,2.2024,2.1584,0,0.00433525215089449,132.085512,152.40636,"NP","NP",2.1584,"NP"
"313","SKs2",26,30,536.1004,0,0,0,0,139.386104,160.83012,"NP","NP",0,"NP"
"314","SKs3",26,30,331.4,0,0,0,0,86.164,99.42,"NP","NP",0,"NP"
"315","SKs4",26,30,449.044,0,0,0,0,116.75144,134.7132,"NP","NP",0,"NP"
"316","SKr14",28,30,365.5632,0,0,0,0,102.357696,109.66896,"NP","NP",0,"NP"
"317","SKn2",24,30,539.3324,0,0,0,0,129.439776,161.79972,"NP","NP",0,"NP"
"318","SKs5",26,30,566.1096,0,0,0,0,147.188496,169.83288,"NP","NP",0,"NP"
"319","SKs6",26,30,123.302,0,0,0,0,32.05852,36.9906,"NP","NP",0,"NP"
"320","SKr1",28,30,1200.4012,860.1884,859.8968,0,0.716584088719671,336.112336,360.12036,"WP","WP",859.8968,"WP"
"321","SKr10",28,30,127.5696,0,0,0,0,35.719488,38.27088,"NP","NP",0,"NP"
"322","SKr11",28,30,129.2752,61.3284,61.0152,0,0.474401896110004,36.197056,38.78256,"WP","WP",61.0152,"WP"
"323","SKr12",28,30,612.1464,0.0668,0.0652,0,0.000109124222571594,171.400992,183.64392,"NP","NP",0.0652,"NP"
"324","SKr13",28,30,722.676,0.1452,0.1452,0,0.00020091991431845,202.34928,216.8028,"NP","NP",0.1452,"NP"
"325","SKr15",28,30,241.7792,0,0,0,0,67.698176,72.53376,"NP","NP",0,"NP"
"326","SKr16",28,30,432.8448,0,0,0,0,121.196544,129.85344,"NP","NP",0,"NP"
"327","SKr17",28,30,260.7456,0,0,0,0,73.008768,78.22368,"NP","NP",0,"NP"
"328","SKr18",34,30,817.7808,0,0,0,0,278.045472,245.33424,"NP","NP",0,"NP"
"329","SKr19",18,30,371.9632,0,0,0,0,66.953376,111.58896,"NP","NP",0,"NP"
"330","SKr2",28,30,192.1136,47.7448,47.3128,0,0.248523790090863,53.791808,57.63408,"MP","MP",47.3128,"MP"
"331","SKr3",28,30,170.7744,170.7744,170.7484,0,1,47.816832,51.23232,"WP","WP",170.7484,"WP"
"332","SKr4",28,30,836.2248,137.0552,137.0012,0,0.163897554820187,234.142944,250.86744,"MP","MP",137.0012,"MP"
"333","SKr5",28,30,18.3652,15.3936,15.3936,0,0.838193975562477,5.142256,5.50956,"WP","WP",15.3936,"WP"
"334","SKr6",28,30,65.8728,65.8728,65.8632,0,1,18.444384,19.76184,"WP","WP",65.8632,"WP"
"335","SKr7",28,30,327.1496,119.0316,118.9444,0,0.363844553072967,91.601888,98.14488,"WP","WP",118.9444,"WP"
"336","SKr8",28,30,50.5576,50.5576,50.5336,0,1,14.156128,15.16728,"WP","WP",50.5336,"WP"
"337","SKr9",34,30,3.2652,3.2652,3.2652,0,1,1.110168,0.97956,"WP","WP",3.2652,"WP"
"338","SVcb11",24,30,3285.6364,287.9892,261.4644,2.148,0.0876509646654755,788.552736,985.69092,"PP","PP",259.9608,"PP"
"339","SVk1",16,30,15431.3308,15.4296,4.33,0,0.000999887838578381,2469.012928,4629.39924,"NP","NP",4.33,"NP"
"340","SVk18",16,30,999.6036,0,0,0,0,159.936576,299.88108,"NP","NP",0,"NP"
"341","SVk2",16,30,4206.5528,25.3444,22.1716,0,0.00602498083466348,673.048448,1261.96584,"NP","NP",22.1716,"NP"
"342","SVk17",16,30,7235.3844,26.4168,24.2056,0,0.00365105688095853,1157.661504,2170.61532,"NP","NP",24.2056,"NP"
"343","AZa5",31,30,3235.1676,479.7744,203.656,0.2884,0.14829970478191,1002.901956,970.55028,"PP","PP",203.45412,"PP"
"344","FOa1",36,30,132.5436,52.1372,49.23,0.2756,0.393358864554758,47.715696,39.76308,"WP","WP",49.03708,"WP"
"345","FOz8",36,30,265.4912,111.5512,108.8664,0.01,0.420169105416677,95.576832,79.64736,"WP","WP",108.8594,"WP"
"346","FOz4",22,30,379.0448,205.2384,185.7468,6.8764,0.541462117406702,83.389856,113.71344,"WP","WP",180.93332,"WP"
"347","FOz9",36,30,68.7992,32.3496,32.3484,1.1164,0.470203141896999,24.767712,20.63976,"WP","WP",31.56692,"WP"
"348","CB1",25,30,2355.7416,433.8392,365.2036,1.8884,0.184162473507281,588.9354,706.72248,"MP","MP",363.88172,"MP"
"349","Gd10",27,30,78.8828,55.1024,54.9788,0.0024,0.698535041859569,21.298356,23.66484,"WP","WP",54.97712,"WP"
"350","Gd5",27,30,1218.5104,486.1676,478.936,2.8756,0.398985187159666,328.997808,365.55312,"WP","WP",476.92308,"WP"
"351","Gd6",27,30,17.5824,13.5104,13.4884,0.3852,0.768404768404768,4.747248,5.27472,"WP","WP",13.21876,"WP"
"352","Gd7",27,30,1343.4028,1069.3428,1068.7284,0.8852,0.795995661167298,362.718756,403.02084,"WP","WP",1068.10876,"WP"
"353","Gh10",24,30,25965.724,415.7976,181.5564,0.2248,0.0160133258752962,6231.77376,7789.7172,"PP","NP",181.39904,"NP"
"354","Gh11",24,30,923.5568,3.3916,3.3864,0,0.00367232421438508,221.653632,277.06704,"NP","NP",3.3864,"NP"
"355","Gh12",24,30,329.4952,0.2512,0.2176,0,0.000762378329031804,79.078848,98.84856,"NP","NP",0.2176,"NP"
"356","Gh15",24,30,8598.4796,639.4372,562.2076,3.5332,0.0743663100625371,2063.635104,2579.54388,"PP","PP",559.73436,"PP"
"357","Gh5",24,30,4949.5984,161.4116,73.004,0.0316,0.0326110498176983,1187.903616,1484.87952,"PP","PP",72.98188,"PP"
"358","Gh6",24,30,16012.9004,503.6336,353.9652,1.3384,0.0314517412473258,3843.096096,4803.87012,"PP","PP",353.02832,"PP"
"359","Gh7",28,30,1571.9508,76.2432,68.2564,0.672,0.0485022813691115,440.146224,471.58524,"PP","PP",67.786,"PP"
"360","Gh8",28,30,80.4668,14.1976,12.4952,0.0712,0.176440469858376,22.530704,24.14004,"MP","MP",12.44536,"MP"
"361","Gh9",24,30,7074.3048,185.6532,168.9164,0,0.0262433136892829,1697.833152,2122.29144,"PP","PP",168.9164,"PP"
"362","Gm10",24,30,1093.2008,69.1216,37.9036,0.3224,0.0632286401546724,262.368192,327.96024,"PP","PP",37.67792,"PP"
"363","Gm11",24,30,10508.8704,222.0788,168.524,1.3348,0.0211325091610227,2522.128896,3152.66112,"PP","PP",167.58964,"PP"
"364","Gm12",24,30,12772.3408,710.3656,375.0076,5.7276,0.0556174949544096,3065.361792,3831.70224,"PP","PP",370.99828,"PP"
"365","Gm13",27,30,3927.052,202.8452,144.5952,0.3572,0.0516533012549872,1060.30404,1178.1156,"PP","PP",144.34516,"PP"
"366","Gm14",27,30,3750.41,371.0764,339.4008,3.8156,0.0989428889108124,1012.6107,1125.123,"PP","PP",336.72988,"PP"
"367","Gm15",24,30,4216.8496,207.4532,138.6624,2.3148,0.0491962530510929,1012.043904,1265.05488,"PP","PP",137.04204,"PP"
"368","Gm16",24,30,6124.0568,132.1436,76.6188,0.7544,0.0215777881093461,1469.773632,1837.21704,"PP","PP",76.09072,"PP"
"369","Gm17",27,30,1087.416,457.8772,413.8108,4.8088,0.421069029699765,293.60232,326.2248,"WP","WP",410.44464,"WP"
"370","Gm19",24,30,1380.852,10.6324,6.1784,0.0068,0.00769988383983222,331.40448,414.2556,"NP","NP",6.17364,"NP"
"371","Gm20",24,30,20.3384,0,0,0,0,4.881216,6.10152,"NP","NP",0,"NP"
"372","Gm21",24,30,1551.0772,195.4288,168.0396,0.8384,0.125995533942476,372.258528,465.32316,"MP","PP",167.45272,"PP"
"373","Gm22",27,30,939.1744,29.1664,24.6472,4.0744,0.0310553609638423,253.577088,281.75232,"PP","PP",21.79512,"PP"
"374","Gm23",27,30,1373.9432,340.418,307.1196,9.176,0.247767156604436,370.964664,412.18296,"MP","MP",300.6964,"MP"
"375","Gm24",27,30,10.0012,7.566,7.3144,0.1456,0.756509218893733,2.700324,3.00036,"WP","WP",7.21248,"WP"
"376","Gm25",27,30,430.6344,18.1104,11.1824,0.0044,0.0420551632661023,116.271288,129.19032,"PP","PP",11.17932,"PP"
"377","Gm26",27,30,260.5796,116.11,114.352,0.9356,0.445583614373497,70.356492,78.17388,"WP","WP",113.69708,"WP"
"378","Gm27",24,30,268.0664,73.058,71.8168,1.2568,0.272536953530916,64.335936,80.41992,"WP","WP",70.93704,"WP"
"379","Gm28",24,30,93.8756,26.9616,26.71,0.2724,0.287205621055951,22.530144,28.16268,"WP","WP",26.51932,"WP"
"380","Gm29",24,30,523.222,128.2128,127.4084,0,0.245044742002439,125.57328,156.9666,"WP","WP",127.4084,"WP"
"381","Gm3",24,30,14029.2096,262.352,128.7956,2.2744,0.0187004120317655,3367.010304,4208.76288,"PP","NP",127.20352,"NP"
"382","Gm30",24,30,3858.6324,373.1628,299.5016,2.4192,0.0967085644126142,926.071776,1157.58972,"PP","PP",297.80816,"PP"
"383","Gm31",24,30,1048.1812,434.1188,348.7948,2.7616,0.414163886931,251.563488,314.45436,"WP","WP",346.86168,"WP"
"384","Gm4",24,30,11278.5632,633.3588,408.742,3.5144,0.0561559827053148,2706.855168,3383.56896,"PP","PP",406.28192,"PP"
"385","Gm6",24,30,9891.6532,142.062,39.7744,0.0464,0.0143618055675466,2373.996768,2967.49596,"PP","NP",39.74192,"NP"
"386","Gm7",28,30,30.0484,0.49,0.4512,0,0.0163070246668708,8.413552,9.01452,"PP","PP",0.4512,"PP"
"387","Gm8",24,30,14492.9396,180.7036,86.8616,0.2896,0.0124683884006527,3478.305504,4347.88188,"PP","NP",86.65888,"NP"
"388","Gm9",24,30,1313.2256,104.3944,59.1552,0.1528,0.0794946428092782,315.174144,393.96768,"PP","PP",59.04824,"PP"
"389","Gs1",23,30,539.2132,18.0424,17.7212,0.0376,0.0334606051928996,124.019036,161.76396,"PP","PP",17.69488,"PP"
"390","Gs2",27,30,1058.0116,122.6344,114.256,0,0.115910260341191,285.663132,317.40348,"PP","PP",114.256,"PP"
"391","Gs3",23,30,1742.278,80.8508,77.0444,2.976,0.0464052235062372,400.72394,522.6834,"PP","PP",74.9612,"PP"
"392","Gs4",24,30,7440.426,224.6164,151.924,1.6388,0.0301886478005426,1785.70224,2232.1278,"PP","PP",150.77684,"PP"
"393","Gs7",23,30,4653.6068,16.95,12.1784,0,0.00364233609079306,1070.329564,1396.08204,"NP","NP",12.1784,"NP"
"394","Gs8",23,30,2862.4156,163.8844,121.5996,0.5248,0.0572538802541462,658.355588,858.72468,"PP","PP",121.23224,"PP"
"395","CB2",25,30,1122.15,222.344,186.9132,0.0856,0.198141068484605,280.5375,336.645,"MP","MP",186.85328,"MP"
"396","SVcb1",19,30,6651.4568,1280.0156,1125.1204,0,0.192441391185161,1263.776792,1995.43704,"WP","MP",1125.1204,"MP"
"397","SVcb10",24,30,1442.1488,79.2656,68.7904,0.2016,0.0549635377431233,346.115712,432.64464,"PP","PP",68.64928,"PP"
"398","SVcb12",19,30,17384.092,1443.0776,1184.0672,0.0044,0.0830113876525734,3302.97748,5215.2276,"PP","PP",1184.06412,"PP"
"399","SVcb13",24,30,2066.3028,427.3144,397.3504,0.136,0.206801442654,495.912672,619.89084,"MP","MP",397.2552,"MP"
"400","SVcb14",19,30,759.892,95.95,64.2308,0,0.126267943339317,144.37948,227.9676,"MP","PP",64.2308,"PP"
"401","SVcb15",19,30,7198.2152,546.6728,400.5136,0,0.0759456038491319,1367.660888,2159.46456,"PP","PP",400.5136,"PP"
"402","SVcb16",19,30,12078.146,1715.886,1585.2896,0,0.142065346784184,2294.84774,3623.4438,"MP","MP",1585.2896,"MP"
"403","SVcb17",24,30,8901.2312,1512.6012,1460.7124,0.0092,0.169931683158617,2136.295488,2670.36936,"MP","MP",1460.70596,"MP"
"404","SVcb18",19,30,6496.36,676.3192,609.0784,0,0.104107407840698,1234.3084,1948.908,"MP","PP",609.0784,"PP"
"405","SVcb19",19,30,12021.6592,1117.374,1046.9512,0,0.0929467373355585,2284.115248,3606.49776,"PP","PP",1046.9512,"PP"
"406","SVcb2",19,30,1107.4924,279.8092,277.9516,0,0.252651124287625,210.423556,332.24772,"WP","WP",277.9516,"WP"
"407","SVcb20",19,30,10110.8896,552.8988,377.6148,0.1784,0.0546834968903231,1921.069024,3033.26688,"PP","PP",377.48992,"PP"
"408","SVcb21",24,30,4147.7392,745.1568,626.0652,54.8008,0.179653725576574,995.457408,1244.32176,"MP","MP",587.70464,"MP"
"409","SVcb22",36,30,0.602,0.602,0.5368,0.06,1,0.21672,0.1806,"WP","WP",0.4948,"WP"
"410","SVcb23",19,30,4445.3284,149.934,127.5852,3.7832,0.0337284417502203,844.612396,1333.59852,"PP","PP",124.93696,"PP"
"411","SVcb24",24,30,666.91,83.258,74.6396,0,0.124841432877,160.0584,200.073,"MP","PP",74.6396,"PP"
"412","SVcb25",24,30,891.324,141.5236,138.3716,0.128,0.158779074724791,213.91776,267.3972,"MP","MP",138.282,"MP"
"413","SVcb26",24,30,2000.0168,285.022,273.2072,2.946,0.142509802917655,480.004032,600.00504,"MP","MP",271.145,"MP"
"414","SVcb27",19,30,2522.834,52.02,41.1608,0,0.0206196681985418,479.33846,756.8502,"PP","PP",41.1608,"PP"
"415","SVcb28",24,30,2316.1448,107.2236,96.432,0.1024,0.0462939968174701,555.874752,694.84344,"PP","PP",96.36032,"PP"
"416","SVcb6",19,30,2285.098,75.0208,41.5764,0,0.0328304519105964,434.16862,685.5294,"PP","PP",41.5764,"PP"
"417","SVcb7",24,30,491.3284,10.3584,9.4796,0,0.0210824369199908,117.918816,147.39852,"PP","PP",9.4796,"PP"
"418","SVcb8",19,30,1833.3936,87.7784,36.8016,0.0108,0.0478775534069716,348.344784,550.01808,"PP","PP",36.79404,"PP"
"419","SVcb9",24,30,3104.532,466.3652,443.7548,4.0312,0.150220774016824,745.08768,931.3596,"MP","MP",440.93296,"MP"
"420","SVl1",19,30,2090.6908,964.5596,818.3352,7.634,0.461359278952201,397.231252,627.20724,"WP","WP",812.9914,"WP"
"421","SVl10",19,30,942.7836,406.4452,388.1944,0.1964,0.431111869150036,179.128884,282.83508,"WP","WP",388.05692,"WP"
"422","SVl11",24,30,630.6152,496.1364,493.4528,0,0.786749827787215,151.347648,189.18456,"WP","WP",493.4528,"WP"
"423","SVl12",24,30,464.2436,92.0832,89.0868,0,0.198351038118781,111.418464,139.27308,"MP","MP",89.0868,"MP"
